the_geom,apn,name,Address,LandmarkNo,YearDesignated,DesignationDocument,Photo,PIMLink
"MULTIPOLYGON (((-122.46897784794925 37.72731487228367, -122.46862123438234 37.72708477983889, -122.46862709616346 37.72707950711373, -122.46863296693778 37.727074241583125, -122.4686933941847 37.72701140325381, -122.4687371659873 37.72701947376987, -122.46876539930366 37.72702520694787, -122.46879350131894 37.727031331331034, -122.46882146393932 37.727037844221286, -122.4688492808695 37.72704474202135, -122.46887694131772 37.7270520256306, -122.4689044371899 37.72705969235108, -122.46893176129169 37.72706773678675, -122.46895890283099 37.727076160736374, -122.46898585461338 37.72708495880397, -122.46901261214225 37.727094130090165, -122.4690391619277 37.727103670098415, -122.4690654985738 37.72711357613076, -122.46909161398668 37.727123846388565, -122.46909284785653 37.7271243625994, -122.46909348097927 37.72712464498653, -122.46909410600807 37.727124934568224, -122.46909472384232 37.72712523314311, -122.46909533717997 37.72712553981194, -122.46909594242373 37.727125856373334, -122.46909654137221 37.72712617922991, -122.46909713222675 37.727126511979066, -122.46909771588679 37.72712685192283, -122.46909829325153 37.7271272008598, -122.46909886162308 37.727127556092, -122.4690994219007 37.72712792121672, -122.46909997498375 37.727128291737415, -122.46910051817429 37.72712867215063, -122.46910105506953 37.727129058859134, -122.46910158207226 37.7271294527622, -122.4691021009811 37.72712985385982, -122.46910260999738 37.72713026305132, -122.46910311091972 37.72713067943744, -122.4691036019496 37.72713110211879, -122.46910408398617 37.72713153109544, -122.46910455613028 37.727131966367324, -122.46910502018045 37.72713240883377, -122.46910547343873 37.72713285669613, -122.46910591590517 37.72713331265243, -122.46910634937842 37.727133773105265, -122.46910677116045 37.727134239853456, -122.46910718484861 37.72713471289683, -122.46910758594623 37.727135191336174, -122.46910797805066 37.72713567517144, -122.46910835936319 37.72713616530194, -122.46910872898457 37.727136659029725, -122.46910908691473 37.72713715815348, -122.46910943585169 37.72713766267316, -122.46910977219812 37.72713817168943, -122.46911009865204 37.727138685202306, -122.4691104116161 37.727139204111154, -122.4691107173856 37.727139725717905, -122.46911100786662 37.72714025272063, -122.46911128665647 37.727140783320635, -122.46911155555375 37.72714131841724, -122.46911181096124 37.72714185531254, -122.46911205557683 37.72714239670438, -122.46911228760189 37.72714294079424, -122.46911250883511 37.727143489380694, -122.46911271837718 37.72714403976579, -122.46911291442939 37.727144592848845, -122.46911309789107 37.7271451504285, -122.46911327056091 37.72714570980679, -122.4691134297409 37.72714627008446, -122.46911357722973 37.72714683306003, -122.46911371302735 37.7271473978343, -122.4691138344358 37.72714796530647, -122.46911394505241 37.7271485327787, -122.46911404217923 37.727149102948886, -122.46911412671551 37.72714967401839, -122.46911419866126 37.72715024688654, -122.46911425801648 37.727150819754684, -122.46911430568059 37.72715139442147, -122.46911434075412 37.727151969088254, -122.46911436323717 37.72715254375504, -122.4691143713311 37.727153119321144, -122.46911436773377 37.72715369398793, -122.46911435244533 37.727154268654715, -122.46911432366699 37.72715484422082, -122.46911428229822 37.727155417988286, -122.46911422833887 37.72715599175575, -122.46911416178904 37.72715656372458, -122.46911408264873 37.7271571356934, -122.46911399091783 37.72715770586359, -122.46911388659652 37.72715827603378, -122.46911377058393 37.72715884440527, -122.46911364198093 37.727159410078855, -122.46911349988801 37.7271599739538, -122.46911334610394 37.727160535130736, -122.46911317972939 37.72716109630767, -122.46911300076431 37.72716165298806, -122.46911281010802 37.72716220786975, -122.46911260776056 37.72716276005349, -122.46911239192326 37.727163308639945, -122.46911216529412 37.727163855427705, -122.46911192607445 37.72716439771892, -122.46911167516356 37.7271649382115, -122.46911141256157 37.727165474207425, -122.46911113916764 37.72716600660607, -122.46911085318322 37.727166533608795, -122.46911055460833 37.72716705881288, -122.46911024524155 37.72716757862099, -122.46910992508288 37.72716809483188, -122.46910959413236 37.727168605646796, -122.46910924969205 37.72716911286443, -122.46910889625849 37.72716961468609, -122.46910853113371 37.72717011111189, -122.46910815611642 37.72717060304103, -122.46910776940791 37.727171088674936, -122.46910737100825 37.72717157071156, -122.46910696271607 37.72717204555363, -122.46897784794925 37.72731487228367)))",6908016,The Joseph Leonard/Cecil F. Poole House,90 Cedro Avenue,213,2000,https://sfplanninggis.org/docs/landmarks_and_districts/LM213.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/213.jpg,https://sfplanninggis.org/pim?search=6908/016
"MULTIPOLYGON (((-122.41852970957837 37.75901394104068, -122.41861594107274 37.75900873306671, -122.41894361895277 37.758988940787106, -122.4189868727459 37.75944078626344, -122.41856433887307 37.75946630632512, -122.41814471880366 37.759491649220365, -122.41810147130576 37.75903980374409, -122.41827101599449 37.75902956496259, -122.41835724838819 37.75902435698862, -122.41844347808393 37.75901914901465, -122.41852970957837 37.75901394104068)))",3595024,El Capitan Theater & Hotel,2353 Mission Street,214,1996,https://sfplanninggis.org/docs/landmarks_and_districts/LM214.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/214.jpg,https://sfplanninggis.org/pim?search=3595/024
"MULTIPOLYGON (((-122.41896390136287 37.764983748701184, -122.41879142488426 37.764994166447764, -122.41876651995881 37.764734013264274, -122.41893899463878 37.76472359731633, -122.41896390136287 37.764983748701184)))",3570031A,Brown's Opera House (Victoria's Theater),2961 16th Street,215,1996,https://sfplanninggis.org/docs/landmarks_and_districts/LM215.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/215.jpg,https://sfplanninggis.org/pim?search=3570/031A
"MULTIPOLYGON (((-122.42171955001714 37.79825266592792, -122.42179659583616 37.79820027502279, -122.42180458721185 37.79819484221832, -122.42209478224834 37.79815809142292, -122.4221504763633 37.798433786690055, -122.42189276304049 37.79846654539489, -122.42188836355706 37.79844485284781, -122.42180292616399 37.79845571216151, -122.42180732474816 37.79847740290995, -122.42172188915379 37.79848826222366, -122.42163645176078 37.79849912243668, -122.42163205317661 37.7984774298896, -122.42154661488428 37.798488290102625, -122.4215255788423 37.7983845631972, -122.42155004579786 37.79836792484002, -122.42164250329881 37.798305056833044, -122.42171955001714 37.79825266592792)))",0548022,Alhambra Theater,2320-2336 Polk Street,217,1996,https://sfplanninggis.org/docs/landmarks_and_districts/LM217.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/217.jpg,https://sfplanninggis.org/pim?search=0548/022
"MULTIPOLYGON (((-122.4401347598112 37.79797953912458, -122.44022019090897 37.79796865103259, -122.44036374698925 37.797950355224884, -122.44037746075111 37.79801814522136, -122.44039117541234 37.7980859352179, -122.44042957286638 37.79827574882688, -122.440164736913 37.79830950128263, -122.44009891193514 37.79798410768058, -122.4401347598112 37.79797953912458)))",0513015,North End Police Station and Garage,2475 Greenwich Street,218,1996,https://sfplanninggis.org/docs/landmarks_and_districts/LM218.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/218.jpg,https://sfplanninggis.org/pim?search=0513/015
"MULTIPOLYGON (((-122.47676851925166 37.75670005916055, -122.47710354009621 37.7566853750302, -122.47710544665892 37.756712797158, -122.47724360141098 37.75670674112337, -122.47759934623275 37.75669114777838, -122.47767752070092 37.75781529583935, -122.47684859668527 37.757851769643594, -122.47676851925166 37.75670005916055)))",1924004,Shriners' Hospital for Crippled Children,1701 19th Avenue,221,1998,https://sfplanninggis.org/docs/landmarks_and_districts/LM221.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/221.jpg,https://sfplanninggis.org/pim?search=1924/047
"MULTIPOLYGON (((-122.42433369484405 37.77183252764917, -122.42377770607618 37.77190328271047, -122.42376266671363 37.77182900500475, -122.4240556028837 37.77159751411415, -122.42433369484405 37.77183252764917)))",0871014,Carmel Fallon Building,1800-1806 Market Street,223,1998,https://sfplanninggis.org/docs/landmarks_and_districts/LM223.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/223.jpg,https://sfplanninggis.org/pim?search=0871/014
"MULTIPOLYGON (((-122.38835045820701 37.7899567312183, -122.38840267914026 37.78994116485302, -122.3885646668258 37.790229483903715, -122.38861177511325 37.79031332769807, -122.38804906301374 37.790507737742075, -122.3880118859397 37.79043147073594, -122.38836923515197 37.79030801180545, -122.38828653529526 37.790161228957686, -122.3883208219483 37.79015062505147, -122.38824366821063 37.7900074197068, -122.38821898271976 37.789995921874436, -122.38835045820701 37.7899567312183)))",9900022H,Fire Boat House-Pier 22 1/2,The Embarcadero,225,1999,https://sfplanninggis.org/docs/landmarks_and_districts/LM225.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/225.jpg,https://sfplanninggis.org/pim?search=9900/022H
"MULTIPOLYGON (((-122.41014216183123 37.800417496870125, -122.41084141529899 37.800903494101135, -122.41087358584724 37.80108869868462, -122.40946822697703 37.801263291268015, -122.40931371985221 37.80052085325491, -122.41014216183123 37.800417496870125)))",0102001,Washington Square,1651 Stockton Street & Filbert Street,226,1999,https://sfplanninggis.org/docs/landmarks_and_districts/LM226.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/226.jpg,https://sfplanninggis.org/pim?search=0102/001
"MULTIPOLYGON (((-122.43474759772334 37.75972801893306, -122.43475396942006 37.75979649061571, -122.43432281374675 37.75982258894146, -122.43431644384873 37.759754117258865, -122.43474759772334 37.75972801893306)))",3583061,Castro Camera and Harvey Milk Residence,573-575 Castro Street,227,2000,https://sfplanninggis.org/docs/landmarks_and_districts/LM227.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/227.jpg,https://sfplanninggis.org/pim?search=3583/061
"MULTIPOLYGON (((-122.40662954661622 37.79753357521446, -122.40666529196955 37.79771069219481, -122.40644306499536 37.79755740365141, -122.40662954661622 37.79753357521446)))",0162018,City Lights Bookstore,261-271 Columbus Avenue,228,2001,https://sfplanninggis.org/docs/landmarks_and_districts/LM228.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/228.jpg,https://sfplanninggis.org/pim?search=0162/018
"MULTIPOLYGON (((-122.45979932937547 37.747881059863175, -122.45979314473777 37.7478957134166, -122.45978728565461 37.74791045060698, -122.45978175122673 37.74792526693767, -122.4597765405548 37.747940158811446, -122.45977166083338 37.74795511903369, -122.45976711026384 37.74797014490639, -122.45976288884617 37.74798523283238, -122.4597590019763 37.74800037561698, -122.4597554469562 37.74801556966298, -122.45975222558462 37.748030812272305, -122.45974934055954 37.748046095351185, -122.45974679278015 37.74806141710087, -122.45974458224657 37.7480767721255, -122.45974135907636 37.748105511760116, -122.45955060297786 37.74809028893583, -122.45941174495596 37.74819313810298, -122.45921756423911 37.74833696218121, -122.45916364718448 37.74816918376098, -122.45895198184837 37.747962288428994, -122.45894897001887 37.747959290089284, -122.45894602383981 37.74795625128013, -122.45894314600929 37.747953172900736, -122.45894033562791 37.7479500540519, -122.45893759359495 37.74794689833084, -122.45893492170916 37.747943703039596, -122.45893232176917 37.74794047267483, -122.45892979197623 37.747937206337156, -122.4589273341291 37.7479339049259, -122.45892495002636 37.74793057113908, -122.45892263876868 37.74792720317805, -122.45892040305404 37.74792380464004, -122.45891824198321 37.74792037642436, -122.45891615465672 37.74791691673249, -122.45891414557127 37.74791343006092, -122.45891221382749 37.74790991640964, -122.45891035942543 37.74790637577877, -122.4589085823651 37.74790280996683, -122.45890688444507 37.74789922077258, -122.45890526476609 37.747895607296584, -122.45890372512673 37.74789197313618, -122.45890226642638 37.747888318291416, -122.45890088776565 37.74788464276219, -122.45889958914461 37.747880950145884, -122.45889837416053 37.74787723864381, -122.45889723921613 37.74787351095392, -122.45889618611 37.747869768874864, -122.4588952157415 37.74786601240669, -122.45889432900998 37.74786224334798, -122.4588935250161 37.7478584616988, -122.4588928037598 37.74785467105636, -122.45889216614046 37.747850868722765, -122.45889161125876 37.747847060993195, -122.45889114181267 37.74784324427043, -122.45889075510416 37.74783942215174, -122.45889045203262 37.74783559463714, -122.45889023439673 37.74783176442452, -122.45889010129707 37.747827930614676, -122.458890050935 37.74782409590546, -122.45889008510926 37.74782026209556, -122.45889020381975 37.74781642918498, -122.45889040886516 37.74781259717378, -122.45889069484957 37.747808768759796, -122.45889106626959 37.74780494574179, -122.4588915231252 37.747801129019024, -122.45889206091977 37.74779731769223, -122.4588926850493 37.74779351535858, -122.45889339101711 37.74778972201818, -122.45889418062183 37.74778593857036, -122.45889505296424 37.74778216771301, -122.45889600894355 37.74777841034552, -122.4588970467612 37.74777466376986, -122.45889816731648 37.747770934281334, -122.4588993688107 37.74776722098062, -122.45890065214331 37.74776352296834, -122.45890201731413 37.74775984474121, -122.45890346162537 37.74775618719843, -122.45890498687555 37.74775254764211, -122.45890659306474 37.74774893236747, -122.45890827569627 37.747745337777246, -122.45891003926681 37.74774176836809, -122.45891188107834 37.74773822324056, -122.45891379933227 37.74773470329404, -122.4589157940286 37.74773121212587, -122.45891786696592 37.74772774883667, -122.45892001544627 37.74772431432581, -122.45892223767106 37.74772091039182, -122.4589245363382 37.74771753793419, -122.45892690785041 37.74771419695276, -122.45892935310707 37.747710890145584, -122.45893186941015 37.747707618411994, -122.45893445765898 37.74770438085267, -122.4589371169543 37.74770117926613, -122.45893984639667 37.74769801635051, -122.45894264418757 37.747694891206436, -122.45894551122626 37.747691804733165, -122.45894844391546 37.747688758729396, -122.45895144495313 37.74768575499377, -122.45895451074199 37.747682791727584, -122.45895799201764 37.74767955236962, -122.45910902506137 37.74754238237517, -122.45926090436717 37.74740580323538, -122.459488232296 37.74760646176895, -122.45979932937547 37.747881059863175)))",2864050,Forest Hill Muni Station,390 Laguna Honda Boulevard,231,2004,https://sfplanninggis.org/docs/landmarks_and_districts/LM231.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/231.jpg,https://sfplanninggis.org/pim?search=2864/050
"MULTIPOLYGON (((-122.42138077090578 37.80004598783222, -122.42135885892412 37.799937519700904, -122.42157245600396 37.79991037276562, -122.42164821309444 37.800285381065635, -122.42160549529729 37.800290818366705, -122.42152005970291 37.80030169206958, -122.42143462410854 37.80031256667178, -122.42142394465924 37.80025970632056, -122.42140888101494 37.80018513363717, -122.42139518613885 37.80011734094268, -122.42138077090578 37.80004598783222)))",0524031,Filbert Street Cottages,1338 Filbert Street,232,2003,https://sfplanninggis.org/docs/landmarks_and_districts/LM232.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/232.jpg,https://sfplanninggis.org/pim?search=0524/031
"MULTIPOLYGON (((-122.41963081071327 37.75189999159147, -122.42003546786248 37.751875587588415, -122.4200514856874 37.75204291095173, -122.41964686271245 37.75206767018699, -122.41963081071327 37.75189999159147)))",6515001,Mission Branch Carnegie Library,3359 24th Street,234,2004,https://sfplanninggis.org/docs/landmarks_and_districts/LM234.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/234.jpg,https://sfplanninggis.org/pim?search=6515/001
"MULTIPOLYGON (((-122.40996506013931 37.79534927215133, -122.40992705838693 37.795162884959325, -122.41039890298691 37.79510262588565, -122.4104365926745 37.79528905174851, -122.41035800271953 37.79529908908182, -122.41027941366394 37.79530912641519, -122.4102016789642 37.79531905403127, -122.40996506013931 37.79534927215133)))",0191004,Chinatown Branch Carnegie Library,1135 Powell Street,235,2002,https://sfplanninggis.org/docs/landmarks_and_districts/LM235.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/235.jpg,https://sfplanninggis.org/pim?search=0191/004
"MULTIPOLYGON (((-122.40718734392067 37.782325313662454, -122.40773145983889 37.78275632994081, -122.40721863133467 37.783160662434796, -122.40667509997581 37.78273010660928, -122.40718734392067 37.782325313662454)))",3704011,The Old U.S. Mint,88 5th Street,236,2003,https://sfplanninggis.org/docs/landmarks_and_districts/LM236.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/236.jpg,https://sfplanninggis.org/pim?search=3704/011
"MULTIPOLYGON (((-122.41850981297739 37.765480250913015, -122.41825109780984 37.765495874834926, -122.41816485912085 37.765501082808896, -122.41807862133123 37.76550629078287, -122.41799238264224 37.76551149875678, -122.41796870888874 37.765264190590074, -122.41848614012315 37.76523294364557, -122.41850981297739 37.765480250913015)))",3553014,San Francisco Labor Temple,2940-2944 16th Street,238,2004,https://sfplanninggis.org/docs/landmarks_and_districts/LM238.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/238.jpg,https://sfplanninggis.org/pim?search=3553/014
"MULTIPOLYGON (((-122.47609581377071 37.762468121007146, -122.4765103023085 37.762449886353295, -122.47690309919858 37.76243260408154, -122.47699704417818 37.7634599320304, -122.47616778291678 37.76349641482784, -122.47609581377071 37.762468121007146)))",1773001,Sunset Branch Library,1301-1305 18th Avenue,239,2004,https://sfplanninggis.org/docs/landmarks_and_districts/LM239.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/239.jpg,https://sfplanninggis.org/pim?search=1773/001
"MULTIPOLYGON (((-122.43469142966563 37.76353585459617, -122.43468385017945 37.763541848577574, -122.4344641062334 37.76336674697791, -122.43455600885261 37.76329406017288, -122.43477575279866 37.76346916177255, -122.43479983304576 37.763450116829574, -122.43480065412678 37.76345873683141, -122.43480717331232 37.76352719862149, -122.43469127408292 37.7635342151321, -122.43469142966563 37.76353585459617)))",3562011,"The Jose Theater/Names
Project Building",2362 Market Street,241,2004,https://sfplanninggis.org/docs/landmarks_and_districts/LM241.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/241.jpg,https://sfplanninggis.org/pim?search=3562/011
